zone09,subzone09,EDA_FLAG
856,3933.000000000000000,Y
856,3934.000000000000000,Y
856,3935.000000000000000,Y
856,3936.000000000000000,Y
856,3932.000000000000000,Y
856,3931.000000000000000,Y
855,3906.000000000000000,Y
855,3905.000000000000000,Y
855,3904.000000000000000,Y
855,3903.000000000000000,Y
855,3902.000000000000000,Y
855,3901.000000000000000,Y
855,3908.000000000000000,Y
855,3909.000000000000000,Y
855,3910.000000000000000,Y
855,3911.000000000000000,Y
855,3907.000000000000000,Y
855,3912.000000000000000,Y
856,3937.000000000000000,Y
856,3938.000000000000000,Y
856,3939.000000000000000,Y
856,3940.000000000000000,Y
856,3941.000000000000000,Y
856,3942.000000000000000,Y
855,3914.000000000000000,Y
855,3915.000000000000000,Y
855,3916.000000000000000,Y
855,3917.000000000000000,Y
855,3913.000000000000000,Y
855,3918.000000000000000,Y
856,3943.000000000000000,Y
856,3944.000000000000000,Y
856,3945.000000000000000,Y
856,3946.000000000000000,Y
856,3947.000000000000000,Y
856,3948.000000000000000,Y
855,3920.000000000000000,Y
855,3921.000000000000000,Y
855,3922.000000000000000,Y
855,3923.000000000000000,Y
855,3919.000000000000000,Y
855,3924.000000000000000,Y
856,3949.000000000000000,Y
856,3950.000000000000000,Y
856,3951.000000000000000,Y
856,3952.000000000000000,Y
856,3953.000000000000000,Y
856,3954.000000000000000,Y
855,3926.000000000000000,Y
855,3927.000000000000000,Y
855,3925.000000000000000,Y
855,3928.000000000000000,Y
855,3929.000000000000000,Y
855,3930.000000000000000,Y
856,3955.000000000000000,Y
856,3956.000000000000000,Y
856,3957.000000000000000,Y
856,3958.000000000000000,Y
856,3959.000000000000000,Y
856,3960.000000000000000,Y
1059,7883.000000000000000,Y
1060,7896.000000000000000,Y
857,3962.000000000000000,Y
857,3963.000000000000000,Y
857,3961.000000000000000,Y
857,3964.000000000000000,Y
857,3966.000000000000000,Y
858,3997.000000000000000,Y
857,3965.000000000000000,Y
858,3998.000000000000000,Y
858,3999.000000000000000,Y
858,4000.000000000000000,Y
858,4001.000000000000000,Y
858,4002.000000000000000,Y
1059,7887.000000000000000,Y
1060,7900.000000000000000,Y
857,3967.000000000000000,Y
857,3968.000000000000000,Y
857,3969.000000000000000,Y
857,3970.000000000000000,Y
857,3971.000000000000000,Y
857,3972.000000000000000,Y
858,4003.000000000000000,Y
858,4004.000000000000000,Y
858,4005.000000000000000,Y
858,4006.000000000000000,Y
858,4007.000000000000000,Y
858,4008.000000000000000,Y
1059,7891.000000000000000,Y
1060,7904.000000000000000,Y
857,3973.000000000000000,Y
857,3974.000000000000000,Y
857,3975.000000000000000,Y
857,3976.000000000000000,Y
857,3977.000000000000000,Y
857,3978.000000000000000,Y
858,4009.000000000000000,Y
858,4010.000000000000000,Y
858,4011.000000000000000,Y
858,4012.000000000000000,Y
858,4013.000000000000000,Y
858,4014.000000000000000,Y
1063,7929.000000000000000,Y
1063,7928.000000000000000,Y
857,3979.000000000000000,Y
857,3980.000000000000000,Y
857,3981.000000000000000,Y
857,3982.000000000000000,Y
857,3983.000000000000000,Y
857,3984.000000000000000,Y
858,4015.000000000000000,Y
858,4016.000000000000000,Y
858,4017.000000000000000,Y
858,4018.000000000000000,Y
858,4019.000000000000000,Y
858,4020.000000000000000,Y
857,3985.000000000000000,Y
857,3986.000000000000000,Y
857,3987.000000000000000,Y
857,3988.000000000000000,Y
857,3989.000000000000000,Y
857,3990.000000000000000,Y
858,4021.000000000000000,Y
858,4022.000000000000000,Y
858,4023.000000000000000,Y
858,4024.000000000000000,Y
858,4025.000000000000000,Y
858,4026.000000000000000,Y
857,3991.000000000000000,Y
857,3992.000000000000000,Y
857,3993.000000000000000,Y
857,3994.000000000000000,Y
857,3995.000000000000000,Y
857,3996.000000000000000,Y
858,4027.000000000000000,Y
858,4028.000000000000000,Y
858,4029.000000000000000,Y
858,4030.000000000000000,Y
858,4031.000000000000000,Y
858,4032.000000000000000,Y
1065,7952.000000000000000,Y
1065,7953.000000000000000,Y
1079,8016.000000000000000,Y
1079,8017.000000000000000,Y
1080,8020.000000000000000,Y
1080,8021.000000000000000,Y
1081,8024.000000000000000,Y
1081,8025.000000000000000,Y
1065,7955.000000000000000,Y
1065,7954.000000000000000,Y
1069,7971.000000000000000,Y
1069,7970.000000000000000,Y
1068,7968.000000000000000,Y
1068,7969.000000000000000,Y
1069,7973.000000000000000,Y
1069,7972.000000000000000,Y
995,6901.000000000000000,Y
995,6902.000000000000000,Y
995,6903.000000000000000,Y
995,6904.000000000000000,Y
1072,7984.000000000000000,Y
1075,7996.000000000000000,Y
1074,7992.000000000000000,Y
1072,7985.000000000000000,Y
1073,7989.000000000000000,Y
1075,7997.000000000000000,Y
1073,7988.000000000000000,Y
995,6905.000000000000000,Y
995,6906.000000000000000,Y
995,6907.000000000000000,Y
995,6908.000000000000000,Y
996,6921.000000000000000,Y
1072,7986.000000000000000,Y
1072,7987.000000000000000,Y
1074,7995.000000000000000,Y
1075,7998.000000000000000,Y
1074,7994.000000000000000,Y
1073,7991.000000000000000,Y
1073,7990.000000000000000,Y
1075,7999.000000000000000,Y
995,6910.000000000000000,Y
995,6911.000000000000000,Y
995,6909.000000000000000,Y
995,6912.000000000000000,Y
996,6926.000000000000000,Y
996,6925.000000000000000,Y
1076,8000.000000000000000,Y
1076,8001.000000000000000,Y
1077,8004.000000000000000,Y
1077,8005.000000000000000,Y
1078,8008.000000000000000,Y
1078,8009.000000000000000,Y
1078,8010.000000000000000,Y
1078,8011.000000000000000,Y
995,6913.000000000000000,Y
995,6914.000000000000000,Y
995,6915.000000000000000,Y
995,6916.000000000000000,Y
996,6930.000000000000000,Y
996,6929.000000000000000,Y
1076,8002.000000000000000,Y
1076,8003.000000000000000,Y
1077,8006.000000000000000,Y
1077,8007.000000000000000,Y
1078,8012.000000000000000,Y
1078,8013.000000000000000,Y
1078,8014.000000000000000,Y
1078,8015.000000000000000,Y
998,6949.000000000000000,Y
998,6950.000000000000000,Y
998,6951.000000000000000,Y
998,6952.000000000000000,Y
999,6966.000000000000000,Y
999,6965.000000000000000,Y
1034,7547.000000000000000,Y
1034,7548.000000000000000,Y
998,6953.000000000000000,Y
998,6954.000000000000000,Y
998,6955.000000000000000,Y
998,6956.000000000000000,Y
999,6969.000000000000000,Y
999,6970.000000000000000,Y
1034,7549.000000000000000,Y
1034,7550.000000000000000,Y
1034,7551.000000000000000,Y
1034,7552.000000000000000,Y
1079,8018.000000000000000,Y
1079,8019.000000000000000,Y
1080,8023.000000000000000,Y
1081,8026.000000000000000,Y
1081,8027.000000000000000,Y
1080,8022.000000000000000,Y
998,6957.000000000000000,Y
998,6958.000000000000000,Y
998,6959.000000000000000,Y
998,6960.000000000000000,Y
999,6973.000000000000000,Y
999,6975.000000000000000,Y
999,6974.000000000000000,Y
1034,7554.000000000000000,Y
1034,7555.000000000000000,Y
1034,7556.000000000000000,Y
1082,8028.000000000000000,Y
1082,8029.000000000000000,Y
1083,8033.000000000000000,Y
1084,8036.000000000000000,Y
1084,8037.000000000000000,Y
1083,8032.000000000000000,Y
998,6961.000000000000000,Y
998,6962.000000000000000,Y
998,6963.000000000000000,Y
998,6964.000000000000000,Y
999,6977.000000000000000,Y
999,6979.000000000000000,Y
999,6978.000000000000000,Y
1034,7558.000000000000000,Y
1034,7559.000000000000000,Y
1034,7560.000000000000000,Y
1082,8030.000000000000000,Y
1084,8039.000000000000000,Y
1084,8038.000000000000000,Y
1083,8035.000000000000000,Y
1082,8031.000000000000000,Y
1083,8034.000000000000000,Y
1087,8048.000000000000000,Y
1086,8045.000000000000000,Y
1085,8040.000000000000000,Y
1086,8044.000000000000000,Y
1085,8041.000000000000000,Y
1085,8042.000000000000000,Y
1086,8047.000000000000000,Y
1044,7657.000000000000000,Y
976,6614.000000000000000,Y
976,6615.000000000000000,Y
976,6616.000000000000000,Y
1044,7661.000000000000000,Y
976,6618.000000000000000,Y
976,6619.000000000000000,Y
976,6620.000000000000000,Y
1044,7665.000000000000000,Y
1044,7666.000000000000000,Y
976,6622.000000000000000,Y
976,6623.000000000000000,Y
976,6624.000000000000000,Y
1044,7669.000000000000000,Y
1044,7670.000000000000000,Y
1044,7671.000000000000000,Y
1111,8150.000000000000000,Y
1115,8165.000000000000000,Y
1115,8167.000000000000000,Y
1182,9721.000000000000000,Y
1182,9720.000000000000000,Y
1182,9719.000000000000000,Y
334,1289.000000000000000,Y
334,1290.000000000000000,Y
387,1538.000000000000000,Y
388,1541.000000000000000,Y
388,1542.000000000000000,Y
389,1545.000000000000000,Y
1182,9718.000000000000000,Y
389,1546.000000000000000,Y
390,1549.000000000000000,Y
390,1550.000000000000000,Y
1182,9725.000000000000000,Y
1182,9724.000000000000000,Y
1182,9723.000000000000000,Y
1182,9722.000000000000000,Y
334,1291.000000000000000,Y
334,1292.000000000000000,Y
388,1544.000000000000000,Y
389,1547.000000000000000,Y
389,1548.000000000000000,Y
390,1551.000000000000000,Y
390,1552.000000000000000,Y
1182,9729.000000000000000,Y
1182,9728.000000000000000,Y
1182,9727.000000000000000,Y
1182,9726.000000000000000,Y
336,1298.000000000000000,Y
395,1569.000000000000000,Y
395,1570.000000000000000,Y
396,1573.000000000000000,Y
396,1574.000000000000000,Y
1182,9731.000000000000000,Y
1182,9730.000000000000000,Y
395,1571.000000000000000,Y
395,1572.000000000000000,Y
396,1575.000000000000000,Y
396,1576.000000000000000,Y
1188,9767.000000000000000,Y
1188,9766.000000000000000,Y
1185,9755.000000000000000,Y
401,1593.000000000000000,Y
401,1594.000000000000000,Y
402,1597.000000000000000,Y
402,1598.000000000000000,Y
1185,9757.000000000000000,Y
1188,9770.000000000000000,Y
1188,9771.000000000000000,Y
1188,9772.000000000000000,Y
1188,9773.000000000000000,Y
115,2222.000000000000000,Y
116,213.000000000000000,Y
101,170.000000000000000,Y
1339,10925.000000000000000,Y
1339,10924.000000000000000,Y
143,317.000000000000000,Y
1338,10921.000000000000000,Y
189,500.000000000000000,Y
188,497.000000000000000,Y
188,496.000000000000000,Y
187,493.000000000000000,Y
187,492.000000000000000,Y
609,2515.000000000000000,Y
609,2514.000000000000000,Y
670,2835.000000000000000,Y
298,932.000000000000000,Y
298,931.000000000000000,Y
401,1595.000000000000000,Y
401,1596.000000000000000,Y
402,1599.000000000000000,Y
402,1600.000000000000000,Y
1187,9763.000000000000000,Y
1188,9775.000000000000000,Y
1188,9776.000000000000000,Y
1188,9777.000000000000000,Y
462,1870.000000000000000,Y
462,1869.000000000000000,Y
408,1622.000000000000000,Y
462,1871.000000000000000,Y
462,1872.000000000000000,Y
468,1893.000000000000000,Y
468,1894.000000000000000,Y
468,1897.000000000000000,Y
468,1898.000000000000000,Y
468,1901.000000000000000,Y
468,1902.000000000000000,Y
468,1905.000000000000000,Y
468,1906.000000000000000,Y
468,1908.000000000000000,Y
357,1414.000000000000000,Y
358,1417.000000000000000,Y
358,1418.000000000000000,Y
359,1421.000000000000000,Y
359,1422.000000000000000,Y
1192,9830.000000000000000,Y
1192,9831.000000000000000,Y
1192,9832.000000000000000,Y
1192,9833.000000000000000,Y
1193,9846.000000000000000,Y
1193,9847.000000000000000,Y
1194,9850.000000000000000,Y
478,1945.000000000000000,Y
478,1946.000000000000000,Y
479,1949.000000000000000,Y
479,1950.000000000000000,Y
1194,9852.000000000000000,Y
359,1424.000000000000000,Y
359,1423.000000000000000,Y
1193,9849.000000000000000,Y
358,1420.000000000000000,Y
1193,9848.000000000000000,Y
1192,9837.000000000000000,Y
358,1419.000000000000000,Y
1192,9836.000000000000000,Y
1192,9835.000000000000000,Y
357,1416.000000000000000,Y
1192,9834.000000000000000,Y
480,1955.000000000000000,Y
479,1952.000000000000000,Y
479,1951.000000000000000,Y
478,1948.000000000000000,Y
478,1947.000000000000000,Y
1196,9858.000000000000000,Y
363,1432.000000000000000,Y
1195,9855.000000000000000,Y
363,1431.000000000000000,Y
1195,9854.000000000000000,Y
362,1430.000000000000000,Y
1192,9841.000000000000000,Y
1192,9840.000000000000000,Y
362,1429.000000000000000,Y
1192,9839.000000000000000,Y
1192,9838.000000000000000,Y
361,1427.000000000000000,Y
487,1982.000000000000000,Y
487,1981.000000000000000,Y
486,1978.000000000000000,Y
486,1977.000000000000000,Y
485,1974.000000000000000,Y
485,1973.000000000000000,Y
428,1720.000000000000000,Y
428,1719.000000000000000,Y
1200,9877.000000000000000,Y
1200,9876.000000000000000,Y
1199,9872.000000000000000,Y
1196,9861.000000000000000,Y
369,1454.000000000000000,Y
369,1453.000000000000000,Y
1192,9845.000000000000000,Y
368,1450.000000000000000,Y
1192,9844.000000000000000,Y
368,1449.000000000000000,Y
1192,9843.000000000000000,Y
1192,9842.000000000000000,Y
367,1446.000000000000000,Y
528,2162.000000000000000,Y
528,2163.000000000000000,Y
366,1442.000000000000000,Y
487,1984.000000000000000,Y
487,1983.000000000000000,Y
486,1980.000000000000000,Y
486,1979.000000000000000,Y
322,1160.000000000000000,Y
322,1159.000000000000000,Y
430,1730.000000000000000,Y
322,1158.000000000000000,Y
430,1729.000000000000000,Y
322,1157.000000000000000,Y
429,1725.000000000000000,Y
1207,9915.000000000000000,Y
1207,9914.000000000000000,Y
1206,9911.000000000000000,Y
1206,9910.000000000000000,Y
1203,9899.000000000000000,Y
369,1456.000000000000000,Y
1203,9898.000000000000000,Y
369,1455.000000000000000,Y
1202,9895.000000000000000,Y
1202,9894.000000000000000,Y
1201,9881.000000000000000,Y
1201,9880.000000000000000,Y
435,1748.000000000000000,Y
435,1747.000000000000000,Y
322,1163.000000000000000,Y
434,1744.000000000000000,Y
322,1162.000000000000000,Y
434,1743.000000000000000,Y
433,1740.000000000000000,Y
322,1161.000000000000000,Y
1207,9917.000000000000000,Y
1207,9916.000000000000000,Y
1206,9913.000000000000000,Y
1203,9900.000000000000000,Y
1202,9897.000000000000000,Y
1202,9896.000000000000000,Y
322,1167.000000000000000,Y
322,1166.000000000000000,Y
434,1746.000000000000000,Y
434,1745.000000000000000,Y
322,1165.000000000000000,Y
1209,9923.000000000000000,Y
1209,9922.000000000000000,Y
1208,9919.000000000000000,Y
1208,9918.000000000000000,Y
1205,9906.000000000000000,Y
496,2017.000000000000000,Y
495,2014.000000000000000,Y
495,2013.000000000000000,Y
322,1171.000000000000000,Y
322,1170.000000000000000,Y
322,1169.000000000000000,Y
1209,9925.000000000000000,Y
115,212.000000000000000,Y
115,211.000000000000000,Y
496,2019.000000000000000,Y
328,1242.000000000000000,Y
328,1241.000000000000000,Y
327,1238.000000000000000,Y
495,2016.000000000000000,Y
495,2015.000000000000000,Y
325,1206.000000000000000,Y
325,1205.000000000000000,Y
117,216.000000000000000,Y
376,1484.000000000000000,Y
91,2035.000000000000000,Y
376,1483.000000000000000,Y
328,1244.000000000000000,Y
91,133.000000000000000,Y
90,130.000000000000000,Y
327,1239.000000000000000,Y
325,1210.000000000000000,Y
325,1209.000000000000000,Y
119,225.000000000000000,Y
118,222.000000000000000,Y
118,221.000000000000000,Y
117,218.000000000000000,Y
117,217.000000000000000,Y
330,1250.000000000000000,Y
330,1249.000000000000000,Y
325,1213.000000000000000,Y
156,371.000000000000000,Y
156,370.000000000000000,Y
125,248.000000000000000,Y
125,247.000000000000000,Y
124,244.000000000000000,Y
124,243.000000000000000,Y
330,1252.000000000000000,Y
125,249.000000000000000,Y
124,245.000000000000000,Y
100,168.000000000000000,Y
159,386.000000000000000,Y
131,272.000000000000000,Y
130,268.000000000000000,Y
130,267.000000000000000,Y
137,293.000000000000000,Y
136,290.000000000000000,Y
136,289.000000000000000,Y
135,286.000000000000000,Y
1281,10453.000000000000000,Y
158,380.000000000000000,Y
131,273.000000000000000,Y
130,270.000000000000000,Y
130,269.000000000000000,Y
1281,10449.000000000000000,Y
137,295.000000000000000,Y
136,291.000000000000000,Y
135,287.000000000000000,Y
133,280.000000000000000,Y
133,279.000000000000000,Y
1284,10489.000000000000000,Y
96,2250.000000000000000,Y
1407,11332.000000000000000,Y
1407,11331.000000000000000,Y
1402,11320.000000000000000,Y
138,298.000000000000000,Y
138,297.000000000000000,Y
551,2274.000000000000000,Y
551,2273.000000000000000,Y
550,2270.000000000000000,Y
550,2269.000000000000000,Y
1413,11363.000000000000000,Y
1413,11362.000000000000000,Y
1410,11351.000000000000000,Y
1410,11350.000000000000000,Y
1409,11347.000000000000000,Y
1341,10931.000000000000000,Y
1341,10930.000000000000000,Y
143,319.000000000000000,Y
1340,10927.000000000000000,Y
141,312.000000000000000,Y
141,311.000000000000000,Y
140,308.000000000000000,Y
140,307.000000000000000,Y
139,304.000000000000000,Y
110,198.000000000000000,Y
551,2276.000000000000000,Y
551,2275.000000000000000,Y
550,2272.000000000000000,Y
550,2271.000000000000000,Y
1412,11361.000000000000000,Y
1412,11360.000000000000000,Y
1411,11357.000000000000000,Y
1410,11352.000000000000000,Y
1409,11349.000000000000000,Y
1409,11348.000000000000000,Y
1341,10933.000000000000000,Y
149,343.000000000000000,Y
1341,10932.000000000000000,Y
148,339.000000000000000,Y
148,338.000000000000000,Y
1340,10929.000000000000000,Y
147,335.000000000000000,Y
147,334.000000000000000,Y
146,331.000000000000000,Y
146,330.000000000000000,Y
1337,10917.000000000000000,Y
145,327.000000000000000,Y
145,326.000000000000000,Y
144,323.000000000000000,Y
144,322.000000000000000,Y
557,2300.000000000000000,Y
557,2299.000000000000000,Y
554,2288.000000000000000,Y
554,2287.000000000000000,Y
553,2284.000000000000000,Y
553,2283.000000000000000,Y
1418,11383.000000000000000,Y
1418,11382.000000000000000,Y
1417,11379.000000000000000,Y
1416,11375.000000000000000,Y
1416,11374.000000000000000,Y
1415,11371.000000000000000,Y
1347,10967.000000000000000,Y
1347,10966.000000000000000,Y
148,341.000000000000000,Y
148,340.000000000000000,Y
1347,10969.000000000000000,Y
147,337.000000000000000,Y
147,336.000000000000000,Y
1347,10968.000000000000000,Y
146,333.000000000000000,Y
146,332.000000000000000,Y
1344,10955.000000000000000,Y
145,328.000000000000000,Y
144,324.000000000000000,Y
557,2302.000000000000000,Y
557,2301.000000000000000,Y
556,2298.000000000000000,Y
1416,11376.000000000000000,Y
1347,10973.000000000000000,Y
155,367.000000000000000,Y
155,366.000000000000000,Y
1347,10972.000000000000000,Y
154,363.000000000000000,Y
154,362.000000000000000,Y
1347,10971.000000000000000,Y
153,359.000000000000000,Y
153,358.000000000000000,Y
152,355.000000000000000,Y
152,354.000000000000000,Y
151,351.000000000000000,Y
151,350.000000000000000,Y
563,2323.000000000000000,Y
562,2318.000000000000000,Y
561,2315.000000000000000,Y
1423,11402.000000000000000,Y
1422,11399.000000000000000,Y
1422,11398.000000000000000,Y
1421,11395.000000000000000,Y
1421,11394.000000000000000,Y
1420,11391.000000000000000,Y
1420,11390.000000000000000,Y
155,369.000000000000000,Y
1347,10977.000000000000000,Y
155,368.000000000000000,Y
154,365.000000000000000,Y
1347,10976.000000000000000,Y
154,364.000000000000000,Y
153,361.000000000000000,Y
1347,10975.000000000000000,Y
153,360.000000000000000,Y
152,357.000000000000000,Y
1347,10974.000000000000000,Y
152,356.000000000000000,Y
1346,10963.000000000000000,Y
151,353.000000000000000,Y
151,352.000000000000000,Y
563,2325.000000000000000,Y
562,2321.000000000000000,Y
562,2320.000000000000000,Y
561,2317.000000000000000,Y
1423,11404.000000000000000,Y
1422,11401.000000000000000,Y
1422,11400.000000000000000,Y
1421,11397.000000000000000,Y
1421,11396.000000000000000,Y
1420,11393.000000000000000,Y
1420,11392.000000000000000,Y
173,439.000000000000000,Y
1347,10978.000000000000000,Y
173,438.000000000000000,Y
172,435.000000000000000,Y
1347,10981.000000000000000,Y
172,434.000000000000000,Y
171,431.000000000000000,Y
1347,10980.000000000000000,Y
171,430.000000000000000,Y
1347,10979.000000000000000,Y
170,427.000000000000000,Y
170,426.000000000000000,Y
1346,10965.000000000000000,Y
169,424.000000000000000,Y
569,2346.000000000000000,Y
568,2343.000000000000000,Y
567,2339.000000000000000,Y
567,2338.000000000000000,Y
566,2335.000000000000000,Y
566,2334.000000000000000,Y
173,441.000000000000000,Y
1357,11019.000000000000000,Y
173,440.000000000000000,Y
172,437.000000000000000,Y
1357,11018.000000000000000,Y
172,436.000000000000000,Y
171,433.000000000000000,Y
171,432.000000000000000,Y
170,429.000000000000000,Y
170,428.000000000000000,Y
169,425.000000000000000,Y
1353,11002.000000000000000,Y
1352,10999.000000000000000,Y
569,2348.000000000000000,Y
568,2345.000000000000000,Y
568,2344.000000000000000,Y
567,2341.000000000000000,Y
567,2340.000000000000000,Y
566,2336.000000000000000,Y
566,2337.000000000000000,Y
58,59.000000000000000,Y
178,456.000000000000000,Y
177,453.000000000000000,Y
177,452.000000000000000,Y
1357,11021.000000000000000,Y
176,449.000000000000000,Y
176,448.000000000000000,Y
1357,11020.000000000000000,Y
175,445.000000000000000,Y
175,444.000000000000000,Y
174,442.000000000000000,Y
1353,11004.000000000000000,Y
1352,11001.000000000000000,Y
575,2370.000000000000000,Y
574,2367.000000000000000,Y
574,2366.000000000000000,Y
573,2363.000000000000000,Y
573,2362.000000000000000,Y
572,2359.000000000000000,Y
82,102.000000000000000,Y
82,101.000000000000000,Y
178,459.000000000000000,Y
178,458.000000000000000,Y
177,455.000000000000000,Y
177,454.000000000000000,Y
176,451.000000000000000,Y
176,450.000000000000000,Y
175,447.000000000000000,Y
175,446.000000000000000,Y
174,443.000000000000000,Y
575,2372.000000000000000,Y
574,2368.000000000000000,Y
574,2369.000000000000000,Y
573,2364.000000000000000,Y
572,2361.000000000000000,Y
1289,10576.000000000000000,Y
83,103.000000000000000,Y
183,475.000000000000000,Y
183,474.000000000000000,Y
182,471.000000000000000,Y
182,470.000000000000000,Y
181,467.000000000000000,Y
181,466.000000000000000,Y
180,463.000000000000000,Y
180,462.000000000000000,Y
179,460.000000000000000,Y
581,2395.000000000000000,Y
581,2394.000000000000000,Y
579,2386.000000000000000,Y
64,65.000000000000000,Y
83,105.000000000000000,Y
83,106.000000000000000,Y
183,477.000000000000000,Y
183,476.000000000000000,Y
182,473.000000000000000,Y
182,472.000000000000000,Y
181,469.000000000000000,Y
181,468.000000000000000,Y
1369,11067.000000000000000,Y
180,465.000000000000000,Y
180,464.000000000000000,Y
179,461.000000000000000,Y
581,2396.000000000000000,Y
66,67.000000000000000,Y
84,108.000000000000000,Y
84,107.000000000000000,Y
186,487.000000000000000,Y
186,486.000000000000000,Y
185,483.000000000000000,Y
185,482.000000000000000,Y
184,479.000000000000000,Y
184,478.000000000000000,Y
1369,11069.000000000000000,Y
606,2501.000000000000000,Y
606,2500.000000000000000,Y
605,2497.000000000000000,Y
604,2492.000000000000000,Y
75,77.000000000000000,Y
74,76.000000000000000,Y
73,75.000000000000000,Y
72,74.000000000000000,Y
84,110.000000000000000,Y
1447,11498.000000000000000,Y
84,109.000000000000000,Y
186,489.000000000000000,Y
1446,11495.000000000000000,Y
186,488.000000000000000,Y
185,485.000000000000000,Y
185,484.000000000000000,Y
184,481.000000000000000,Y
184,480.000000000000000,Y
606,2503.000000000000000,Y
606,2502.000000000000000,Y
605,2499.000000000000000,Y
605,2498.000000000000000,Y
604,2495.000000000000000,Y
87,120.000000000000000,Y
87,119.000000000000000,Y
86,116.000000000000000,Y
86,115.000000000000000,Y
85,112.000000000000000,Y
85,111.000000000000000,Y
1446,11497.000000000000000,Y
189,499.000000000000000,Y
189,498.000000000000000,Y
188,495.000000000000000,Y
188,494.000000000000000,Y
187,491.000000000000000,Y
187,490.000000000000000,Y
609,2513.000000000000000,Y
609,2512.000000000000000,Y
608,2509.000000000000000,Y
608,2508.000000000000000,Y
607,2505.000000000000000,Y
88,125.000000000000000,Y
87,122.000000000000000,Y
87,121.000000000000000,Y
86,118.000000000000000,Y
86,117.000000000000000,Y
85,114.000000000000000,Y
85,113.000000000000000,Y
189,501.000000000000000,Y
608,2511.000000000000000,Y
608,2510.000000000000000,Y
607,2507.000000000000000,Y
195,522.000000000000000,Y
195,523.000000000000000,Y
194,519.000000000000000,Y
194,518.000000000000000,Y
193,515.000000000000000,Y
193,514.000000000000000,Y
192,511.000000000000000,Y
192,510.000000000000000,Y
191,507.000000000000000,Y
191,506.000000000000000,Y
190,503.000000000000000,Y
190,502.000000000000000,Y
612,2525.000000000000000,Y
612,2524.000000000000000,Y
611,2521.000000000000000,Y
611,2520.000000000000000,Y
196,531.000000000000000,Y
196,530.000000000000000,Y
196,529.000000000000000,Y
195,525.000000000000000,Y
194,520.000000000000000,Y
193,517.000000000000000,Y
193,516.000000000000000,Y
192,513.000000000000000,Y
192,512.000000000000000,Y
191,509.000000000000000,Y
191,508.000000000000000,Y
190,505.000000000000000,Y
190,504.000000000000000,Y
612,2527.000000000000000,Y
612,2526.000000000000000,Y
611,2523.000000000000000,Y
611,2522.000000000000000,Y
610,2519.000000000000000,Y
610,2518.000000000000000,Y
225,646.000000000000000,Y
224,643.000000000000000,Y
224,642.000000000000000,Y
223,639.000000000000000,Y
223,638.000000000000000,Y
222,635.000000000000000,Y
222,634.000000000000000,Y
221,631.000000000000000,Y
221,630.000000000000000,Y
199,542.000000000000000,Y
199,541.000000000000000,Y
198,538.000000000000000,Y
198,537.000000000000000,Y
197,534.000000000000000,Y
197,533.000000000000000,Y
651,2681.000000000000000,Y
651,2680.000000000000000,Y
650,2677.000000000000000,Y
650,2676.000000000000000,Y
649,2673.000000000000000,Y
649,2672.000000000000000,Y
225,647.000000000000000,Y
617,2544.000000000000000,Y
225,648.000000000000000,Y
224,644.000000000000000,Y
223,641.000000000000000,Y
223,640.000000000000000,Y
222,637.000000000000000,Y
222,636.000000000000000,Y
221,633.000000000000000,Y
221,632.000000000000000,Y
199,544.000000000000000,Y
