zone09,subzone09,EDA_FLAG
199,543.000000000000000,Y
198,540.000000000000000,Y
198,539.000000000000000,Y
197,536.000000000000000,Y
197,535.000000000000000,Y
651,532.000000000000000,Y
617,2547.000000000000000,Y
617,2546.000000000000000,Y
1254,10307.000000000000000,Y
230,667.000000000000000,Y
1254,10306.000000000000000,Y
229,664.000000000000000,Y
229,663.000000000000000,Y
228,660.000000000000000,Y
228,659.000000000000000,Y
227,656.000000000000000,Y
227,655.000000000000000,Y
226,652.000000000000000,Y
226,651.000000000000000,Y
205,560.000000000000000,Y
205,561.000000000000000,Y
204,557.000000000000000,Y
204,556.000000000000000,Y
203,553.000000000000000,Y
203,552.000000000000000,Y
230,671.000000000000000,Y
1254,10309.000000000000000,Y
229,666.000000000000000,Y
1254,10308.000000000000000,Y
229,665.000000000000000,Y
228,662.000000000000000,Y
228,661.000000000000000,Y
227,658.000000000000000,Y
227,657.000000000000000,Y
226,654.000000000000000,Y
226,653.000000000000000,Y
205,563.000000000000000,Y
205,562.000000000000000,Y
204,559.000000000000000,Y
204,558.000000000000000,Y
203,555.000000000000000,Y
203,554.000000000000000,Y
202,551.000000000000000,Y
202,550.000000000000000,Y
624,2575.000000000000000,Y
1257,10319.000000000000000,Y
234,687.000000000000000,Y
1257,10318.000000000000000,Y
234,686.000000000000000,Y
233,683.000000000000000,Y
233,682.000000000000000,Y
232,679.000000000000000,Y
1248,10283.000000000000000,Y
232,678.000000000000000,Y
231,675.000000000000000,Y
231,674.000000000000000,Y
211,585.000000000000000,Y
211,584.000000000000000,Y
210,581.000000000000000,Y
210,580.000000000000000,Y
209,577.000000000000000,Y
209,576.000000000000000,Y
630,2597.000000000000000,Y
630,2596.000000000000000,Y
236,695.000000000000000,Y
235,693.000000000000000,Y
235,692.000000000000000,Y
1257,10321.000000000000000,Y
236,696.000000000000000,Y
234,689.000000000000000,Y
1257,10320.000000000000000,Y
234,688.000000000000000,Y
1256,10317.000000000000000,Y
233,685.000000000000000,Y
233,684.000000000000000,Y
232,681.000000000000000,Y
1248,10285.000000000000000,Y
232,680.000000000000000,Y
231,677.000000000000000,Y
231,676.000000000000000,Y
211,587.000000000000000,Y
211,586.000000000000000,Y
210,583.000000000000000,Y
210,582.000000000000000,Y
209,579.000000000000000,Y
209,578.000000000000000,Y
630,2599.000000000000000,Y
630,2598.000000000000000,Y
1260,10331.000000000000000,Y
241,713.000000000000000,Y
240,710.000000000000000,Y
1260,10330.000000000000000,Y
240,709.000000000000000,Y
1259,10327.000000000000000,Y
1259,10326.000000000000000,Y
239,706.000000000000000,Y
239,705.000000000000000,Y
1258,10323.000000000000000,Y
238,702.000000000000000,Y
1258,10322.000000000000000,Y
238,701.000000000000000,Y
1251,10295.000000000000000,Y
1251,10294.000000000000000,Y
237,698.000000000000000,Y
1250,10291.000000000000000,Y
237,697.000000000000000,Y
1250,10290.000000000000000,Y
1249,10287.000000000000000,Y
214,603.000000000000000,Y
1249,10286.000000000000000,Y
214,602.000000000000000,Y
213,599.000000000000000,Y
213,598.000000000000000,Y
212,595.000000000000000,Y
212,594.000000000000000,Y
653,591.000000000000000,Y
653,590.000000000000000,Y
636,2621.000000000000000,Y
1318,10781.000000000000000,Y
1318,10780.000000000000000,Y
1317,10777.000000000000000,Y
1317,10776.000000000000000,Y
242,720.000000000000000,Y
242,719.000000000000000,Y
241,716.000000000000000,Y
1260,10333.000000000000000,Y
241,715.000000000000000,Y
240,712.000000000000000,Y
1260,10332.000000000000000,Y
240,711.000000000000000,Y
1259,10329.000000000000000,Y
1259,10328.000000000000000,Y
239,708.000000000000000,Y
1258,10325.000000000000000,Y
239,707.000000000000000,Y
238,703.000000000000000,Y
1258,10324.000000000000000,Y
238,704.000000000000000,Y
1251,10297.000000000000000,Y
1251,10296.000000000000000,Y
237,700.000000000000000,Y
1250,10293.000000000000000,Y
237,699.000000000000000,Y
1250,10292.000000000000000,Y
1249,10289.000000000000000,Y
214,605.000000000000000,Y
1249,10288.000000000000000,Y
255,769.000000000000000,Y
214,604.000000000000000,Y
213,601.000000000000000,Y
213,600.000000000000000,Y
654,2693.000000000000000,Y
654,2692.000000000000000,Y
653,2691.000000000000000,Y
653,2690.000000000000000,Y
652,2689.000000000000000,Y
652,2688.000000000000000,Y
1320,10787.000000000000000,Y
255,770.000000000000000,Y
248,742.000000000000000,Y
248,741.000000000000000,Y
247,738.000000000000000,Y
1272,10379.000000000000000,Y
247,737.000000000000000,Y
246,734.000000000000000,Y
1272,10378.000000000000000,Y
1271,10375.000000000000000,Y
246,733.000000000000000,Y
1271,10374.000000000000000,Y
245,730.000000000000000,Y
1270,10371.000000000000000,Y
245,729.000000000000000,Y
1270,10370.000000000000000,Y
244,726.000000000000000,Y
1263,10343.000000000000000,Y
244,725.000000000000000,Y
1263,10342.000000000000000,Y
243,722.000000000000000,Y
1262,10339.000000000000000,Y
243,721.000000000000000,Y
217,615.000000000000000,Y
217,614.000000000000000,Y
216,611.000000000000000,Y
216,610.000000000000000,Y
657,2703.000000000000000,Y
657,2702.000000000000000,Y
656,2699.000000000000000,Y
656,2698.000000000000000,Y
655,2695.000000000000000,Y
655,2694.000000000000000,Y
641,2641.000000000000000,Y
1320,10789.000000000000000,Y
255,771.000000000000000,Y
255,773.000000000000000,Y
255,772.000000000000000,Y
248,744.000000000000000,Y
255,774.000000000000000,Y
248,743.000000000000000,Y
1272,10381.000000000000000,Y
247,739.000000000000000,Y
1272,10380.000000000000000,Y
246,735.000000000000000,Y
1271,10377.000000000000000,Y
246,736.000000000000000,Y
1271,10376.000000000000000,Y
245,732.000000000000000,Y
1270,10373.000000000000000,Y
245,731.000000000000000,Y
1270,10372.000000000000000,Y
244,728.000000000000000,Y
1263,10345.000000000000000,Y
244,727.000000000000000,Y
243,724.000000000000000,Y
243,723.000000000000000,Y
217,617.000000000000000,Y
217,616.000000000000000,Y
216,613.000000000000000,Y
216,612.000000000000000,Y
215,609.000000000000000,Y
215,608.000000000000000,Y
656,2701.000000000000000,Y
656,2700.000000000000000,Y
655,2697.000000000000000,Y
655,2696.000000000000000,Y
641,2643.000000000000000,Y
641,2642.000000000000000,Y
256,776.000000000000000,Y
256,775.000000000000000,Y
257,779.000000000000000,Y
254,766.000000000000000,Y
254,765.000000000000000,Y
1275,10391.000000000000000,Y
253,761.000000000000000,Y
1275,10390.000000000000000,Y
1274,10387.000000000000000,Y
1274,10386.000000000000000,Y
251,754.000000000000000,Y
1273,10383.000000000000000,Y
251,753.000000000000000,Y
1273,10382.000000000000000,Y
1266,10355.000000000000000,Y
250,749.000000000000000,Y
1266,10354.000000000000000,Y
249,746.000000000000000,Y
249,745.000000000000000,Y
257,780.000000000000000,Y
218,619.000000000000000,Y
218,618.000000000000000,Y
660,2715.000000000000000,Y
660,2714.000000000000000,Y
658,2707.000000000000000,Y
658,2706.000000000000000,Y
647,2665.000000000000000,Y
647,2664.000000000000000,Y
257,782.000000000000000,Y
257,781.000000000000000,Y
256,778.000000000000000,Y
256,777.000000000000000,Y
254,768.000000000000000,Y
254,767.000000000000000,Y
1275,10393.000000000000000,Y
253,763.000000000000000,Y
1275,10392.000000000000000,Y
252,760.000000000000000,Y
1274,10389.000000000000000,Y
1274,10388.000000000000000,Y
1273,10385.000000000000000,Y
251,756.000000000000000,Y
1273,10384.000000000000000,Y
251,755.000000000000000,Y
250,752.000000000000000,Y
1266,10357.000000000000000,Y
250,751.000000000000000,Y
249,748.000000000000000,Y
660,2717.000000000000000,Y
658,2708.000000000000000,Y
647,2667.000000000000000,Y
647,2666.000000000000000,Y
299,933.000000000000000,Y
299,934.000000000000000,Y
298,930.000000000000000,Y
298,929.000000000000000,Y
1278,10403.000000000000000,Y
1278,10402.000000000000000,Y
269,816.000000000000000,Y
1277,10399.000000000000000,Y
268,812.000000000000000,Y
1277,10398.000000000000000,Y
268,813.000000000000000,Y
1276,10395.000000000000000,Y
267,809.000000000000000,Y
1276,10394.000000000000000,Y
267,808.000000000000000,Y
266,805.000000000000000,Y
266,804.000000000000000,Y
679,2944.000000000000000,Y
670,2836.000000000000000,Y
299,936.000000000000000,Y
1278,10405.000000000000000,Y
269,819.000000000000000,Y
1278,10404.000000000000000,Y
269,818.000000000000000,Y
1277,10401.000000000000000,Y
268,815.000000000000000,Y
1277,10400.000000000000000,Y
268,814.000000000000000,Y
1276,10397.000000000000000,Y
1276,10396.000000000000000,Y
267,811.000000000000000,Y
267,810.000000000000000,Y
266,807.000000000000000,Y
266,806.000000000000000,Y
679,2946.000000000000000,Y
679,2945.000000000000000,Y
670,2838.000000000000000,Y
279,857.000000000000000,Y
279,856.000000000000000,Y
278,853.000000000000000,Y
278,852.000000000000000,Y
1547,12675.000000000000000,Y
299,935.000000000000000,Y
670,2837.000000000000000,Y
300,937.000000000000000,Y
276,845.000000000000000,Y
276,844.000000000000000,Y
273,833.000000000000000,Y
1545,12667.000000000000000,Y
1545,12666.000000000000000,Y
685,2968.000000000000000,Y
685,2967.000000000000000,Y
672,2844.000000000000000,Y
301,942.000000000000000,Y
301,941.000000000000000,Y
300,938.000000000000000,Y
672,2843.000000000000000,Y
671,2840.000000000000000,Y
671,2839.000000000000000,Y
668,2826.000000000000000,Y
276,847.000000000000000,Y
276,846.000000000000000,Y
274,839.000000000000000,Y
274,838.000000000000000,Y
273,835.000000000000000,Y
1547,12673.000000000000000,Y
1547,12672.000000000000000,Y
685,2970.000000000000000,Y
685,2969.000000000000000,Y
672,2846.000000000000000,Y
301,944.000000000000000,Y
301,943.000000000000000,Y
672,2845.000000000000000,Y
300,940.000000000000000,Y
300,939.000000000000000,Y
671,2842.000000000000000,Y
671,2841.000000000000000,Y
668,2830.000000000000000,Y
281,864.000000000000000,Y
280,861.000000000000000,Y
280,860.000000000000000,Y
1547,12674.000000000000000,Y
689,2990.000000000000000,Y
689,2989.000000000000000,Y
303,950.000000000000000,Y
303,949.000000000000000,Y
302,946.000000000000000,Y
290,899.000000000000000,Y
290,898.000000000000000,Y
289,897.000000000000000,Y
289,896.000000000000000,Y
708,3071.000000000000000,Y
708,3070.000000000000000,Y
701,3043.000000000000000,Y
701,3042.000000000000000,Y
700,3039.000000000000000,Y
297,928.000000000000000,Y
297,927.000000000000000,Y
296,924.000000000000000,Y
296,923.000000000000000,Y
295,920.000000000000000,Y
295,919.000000000000000,Y
294,3084.000000000000000,Y
294,3083.000000000000000,Y
797,3527.000000000000000,Y
770,3420.000000000000000,Y
770,3419.000000000000000,Y
769,3416.000000000000000,Y
767,3408.000000000000000,Y
767,3407.000000000000000,Y
766,3404.000000000000000,Y
766,3403.000000000000000,Y
765,3400.000000000000000,Y
765,3399.000000000000000,Y
1557,12781.000000000000000,Y
1557,12780.000000000000000,Y
739,3294.000000000000000,Y
800,3538.000000000000000,Y
800,3537.000000000000000,Y
799,3534.000000000000000,Y
799,3533.000000000000000,Y
776,3442.000000000000000,Y
776,3441.000000000000000,Y
784,3474.000000000000000,Y
784,3473.000000000000000,Y
783,3470.000000000000000,Y
783,3469.000000000000000,Y
752,3346.000000000000000,Y
752,3345.000000000000000,Y
1575,12953.000000000000000,Y
1575,12952.000000000000000,Y
1574,12949.000000000000000,Y
1574,12948.000000000000000,Y
1571,12937.000000000000000,Y
1571,12936.000000000000000,Y
852,3860.000000000000000,Y
852,3859.000000000000000,Y
1570,12933.000000000000000,Y
839,3748.000000000000000,Y
852,3858.000000000000000,Y
1570,12932.000000000000000,Y
852,3857.000000000000000,Y
839,3747.000000000000000,Y
281,866.000000000000000,Y
280,863.000000000000000,Y
280,862.000000000000000,Y
279,859.000000000000000,Y
279,858.000000000000000,Y
278,855.000000000000000,Y
278,854.000000000000000,Y
1549,12695.000000000000000,Y
1549,12694.000000000000000,Y
303,952.000000000000000,Y
303,951.000000000000000,Y
302,948.000000000000000,Y
286,885.000000000000000,Y
286,884.000000000000000,Y
285,881.000000000000000,Y
285,880.000000000000000,Y
1549,12699.000000000000000,Y
1549,12698.000000000000000,Y
305,958.000000000000000,Y
305,957.000000000000000,Y
304,954.000000000000000,Y
286,887.000000000000000,Y
286,886.000000000000000,Y
285,883.000000000000000,Y
285,882.000000000000000,Y
284,879.000000000000000,Y
284,878.000000000000000,Y
1549,12702.000000000000000,Y
305,960.000000000000000,Y
305,959.000000000000000,Y
304,956.000000000000000,Y
291,902.000000000000000,Y
740,3297.000000000000000,Y
307,966.000000000000000,Y
307,965.000000000000000,Y
306,962.000000000000000,Y
291,903.000000000000000,Y
290,901.000000000000000,Y
290,900.000000000000000,Y
708,3073.000000000000000,Y
708,3072.000000000000000,Y
701,3045.000000000000000,Y
701,3044.000000000000000,Y
700,3041.000000000000000,Y
307,968.000000000000000,Y
307,967.000000000000000,Y
306,964.000000000000000,Y
306,963.000000000000000,Y
292,908.000000000000000,Y
291,905.000000000000000,Y
291,904.000000000000000,Y
294,915.000000000000000,Y
710,914.000000000000000,Y
709,3077.000000000000000,Y
709,3076.000000000000000,Y
707,3066.000000000000000,Y
309,974.000000000000000,Y
309,973.000000000000000,Y
308,970.000000000000000,Y
308,969.000000000000000,Y
297,926.000000000000000,Y
297,925.000000000000000,Y
296,922.000000000000000,Y
296,921.000000000000000,Y
295,918.000000000000000,Y
295,917.000000000000000,Y
294,916.000000000000000,Y
710,3082.000000000000000,Y
710,3081.000000000000000,Y
709,3079.000000000000000,Y
709,3078.000000000000000,Y
707,3069.000000000000000,Y
707,3068.000000000000000,Y
706,3065.000000000000000,Y
706,3064.000000000000000,Y
705,3061.000000000000000,Y
705,3060.000000000000000,Y
309,976.000000000000000,Y
309,975.000000000000000,Y
308,972.000000000000000,Y
308,971.000000000000000,Y
760,3377.000000000000000,Y
759,3374.000000000000000,Y
759,3373.000000000000000,Y
728,3250.000000000000000,Y
728,3249.000000000000000,Y
727,3246.000000000000000,Y
727,3245.000000000000000,Y
726,3242.000000000000000,Y
726,3241.000000000000000,Y
796,3522.000000000000000,Y
796,3521.000000000000000,Y
795,3518.000000000000000,Y
795,3517.000000000000000,Y
764,3394.000000000000000,Y
764,3393.000000000000000,Y
763,3390.000000000000000,Y
763,3389.000000000000000,Y
762,3386.000000000000000,Y
762,3385.000000000000000,Y
761,3382.000000000000000,Y
761,3381.000000000000000,Y
760,3378.000000000000000,Y
759,3376.000000000000000,Y
759,3375.000000000000000,Y
728,3252.000000000000000,Y
728,3251.000000000000000,Y
727,3248.000000000000000,Y
727,3247.000000000000000,Y
726,3244.000000000000000,Y
726,3243.000000000000000,Y
796,3524.000000000000000,Y
796,3523.000000000000000,Y
795,3520.000000000000000,Y
795,3519.000000000000000,Y
764,3396.000000000000000,Y
764,3395.000000000000000,Y
763,3392.000000000000000,Y
763,3391.000000000000000,Y
762,3388.000000000000000,Y
762,3387.000000000000000,Y
761,3384.000000000000000,Y
761,3383.000000000000000,Y
760,3380.000000000000000,Y
760,3379.000000000000000,Y
765,3397.000000000000000,Y
734,3274.000000000000000,Y
734,3273.000000000000000,Y
798,3530.000000000000000,Y
798,3529.000000000000000,Y
797,3526.000000000000000,Y
797,3525.000000000000000,Y
770,3418.000000000000000,Y
770,3417.000000000000000,Y
769,3414.000000000000000,Y
769,3413.000000000000000,Y
768,3410.000000000000000,Y
768,3409.000000000000000,Y
767,3406.000000000000000,Y
767,3405.000000000000000,Y
766,3402.000000000000000,Y
766,3401.000000000000000,Y
765,3398.000000000000000,Y
734,3276.000000000000000,Y
734,3275.000000000000000,Y
733,3272.000000000000000,Y
798,3532.000000000000000,Y
798,3531.000000000000000,Y
797,3528.000000000000000,Y
775,3437.000000000000000,Y
773,3430.000000000000000,Y
773,3429.000000000000000,Y
772,3426.000000000000000,Y
772,3425.000000000000000,Y
771,3422.000000000000000,Y
771,3421.000000000000000,Y
740,3298.000000000000000,Y
1557,12785.000000000000000,Y
1557,12784.000000000000000,Y
739,3296.000000000000000,Y
739,3295.000000000000000,Y
800,3540.000000000000000,Y
800,3539.000000000000000,Y
799,3536.000000000000000,Y
799,3535.000000000000000,Y
776,3444.000000000000000,Y
776,3443.000000000000000,Y
775,3440.000000000000000,Y
773,3432.000000000000000,Y
773,3431.000000000000000,Y
772,3428.000000000000000,Y
772,3427.000000000000000,Y
771,3424.000000000000000,Y
771,3423.000000000000000,Y
740,3300.000000000000000,Y
740,3299.000000000000000,Y
745,3317.000000000000000,Y
802,3546.000000000000000,Y
801,3541.000000000000000,Y
782,3466.000000000000000,Y
782,3465.000000000000000,Y
779,3454.000000000000000,Y
779,3453.000000000000000,Y
778,3450.000000000000000,Y
778,3449.000000000000000,Y
777,3446.000000000000000,Y
777,3445.000000000000000,Y
746,3322.000000000000000,Y
746,3321.000000000000000,Y
745,3318.000000000000000,Y
744,3316.000000000000000,Y
779,3456.000000000000000,Y
779,3455.000000000000000,Y
778,3452.000000000000000,Y
778,3451.000000000000000,Y
777,3448.000000000000000,Y
777,3447.000000000000000,Y
746,3324.000000000000000,Y
746,3323.000000000000000,Y
745,3320.000000000000000,Y
745,3319.000000000000000,Y
1564,12887.000000000000000,Y
804,3555.000000000000000,Y
804,3556.000000000000000,Y
803,3552.000000000000000,Y
803,3551.000000000000000,Y
752,3348.000000000000000,Y
752,3347.000000000000000,Y
755,3357.000000000000000,Y
1564,12891.000000000000000,Y
805,3558.000000000000000,Y
758,3370.000000000000000,Y
758,3369.000000000000000,Y
757,3366.000000000000000,Y
757,3365.000000000000000,Y
756,3362.000000000000000,Y
756,3361.000000000000000,Y
755,3358.000000000000000,Y
1565,12911.000000000000000,Y
1565,12910.000000000000000,Y
1565,12909.000000000000000,Y
1565,12908.000000000000000,Y
1564,12895.000000000000000,Y
758,3372.000000000000000,Y
758,3371.000000000000000,Y
757,3368.000000000000000,Y
757,3367.000000000000000,Y
756,3364.000000000000000,Y
756,3363.000000000000000,Y
755,3360.000000000000000,Y
755,3359.000000000000000,Y
1565,12915.000000000000000,Y
1565,12914.000000000000000,Y
1565,12913.000000000000000,Y
1565,12912.000000000000000,Y
1564,12899.000000000000000,Y
852,3856.000000000000000,Y
852,3855.000000000000000,Y
852,3854.000000000000000,Y
852,3853.000000000000000,Y
839,3744.000000000000000,Y
839,3743.000000000000000,Y
839,3742.000000000000000,Y
1575,12955.000000000000000,Y
1575,12954.000000000000000,Y
1574,12951.000000000000000,Y
1574,12950.000000000000000,Y
1571,12939.000000000000000,Y
1571,12938.000000000000000,Y
852,3864.000000000000000,Y
1570,12935.000000000000000,Y
852,3863.000000000000000,Y
839,3752.000000000000000,Y
852,3862.000000000000000,Y
852,3861.000000000000000,Y
1570,12934.000000000000000,Y
839,3751.000000000000000,Y
1577,12961.000000000000000,Y
1577,12960.000000000000000,Y
1576,12957.000000000000000,Y
1576,12956.000000000000000,Y
1573,12945.000000000000000,Y
1573,12944.000000000000000,Y
852,3867.000000000000000,Y
1572,12941.000000000000000,Y
852,3868.000000000000000,Y
852,3866.000000000000000,Y
839,3756.000000000000000,Y
852,3865.000000000000000,Y
1572,12940.000000000000000,Y
839,3755.000000000000000,Y
1577,12963.000000000000000,Y
1577,12962.000000000000000,Y
1576,12959.000000000000000,Y
1576,12958.000000000000000,Y
1573,12947.000000000000000,Y
1573,12946.000000000000000,Y
1572,12943.000000000000000,Y
853,3870.000000000000000,Y
853,3871.000000000000000,Y
853,3872.000000000000000,Y
853,3869.000000000000000,Y
848,3792.000000000000000,Y
848,3791.000000000000000,Y
1569,12930.000000000000000,Y
844,3773.000000000000000,Y
1568,12927.000000000000000,Y
1568,12926.000000000000000,Y
1587,13001.000000000000000,Y
1587,13000.000000000000000,Y
1586,12997.000000000000000,Y
1586,12996.000000000000000,Y
1583,12985.000000000000000,Y
1583,12984.000000000000000,Y
1582,12981.000000000000000,Y
853,3876.000000000000000,Y
853,3875.000000000000000,Y
853,3874.000000000000000,Y
853,3873.000000000000000,Y
1582,12980.000000000000000,Y
848,3796.000000000000000,Y
848,3795.000000000000000,Y
848,3794.000000000000000,Y
848,3793.000000000000000,Y
845,3780.000000000000000,Y
1579,12968.000000000000000,Y
845,3779.000000000000000,Y
844,3776.000000000000000,Y
1578,12965.000000000000000,Y
844,3775.000000000000000,Y
841,3764.000000000000000,Y
841,3763.000000000000000,Y
1578,12964.000000000000000,Y
1595,13047.000000000000000,Y
1595,13046.000000000000000,Y
1595,13045.000000000000000,Y
1674,14792.000000000000000,Y
1587,13003.000000000000000,Y
1587,13002.000000000000000,Y
1586,12999.000000000000000,Y
1586,12998.000000000000000,Y
1583,12987.000000000000000,Y
1583,12986.000000000000000,Y
1582,12983.000000000000000,Y
853,3880.000000000000000,Y
853,3879.000000000000000,Y
853,3878.000000000000000,Y
853,3877.000000000000000,Y
848,3800.000000000000000,Y
848,3799.000000000000000,Y
848,3798.000000000000000,Y
848,3797.000000000000000,Y
1579,12970.000000000000000,Y
847,3786.000000000000000,Y
847,3785.000000000000000,Y
846,3782.000000000000000,Y
1578,12967.000000000000000,Y
846,3781.000000000000000,Y
843,3770.000000000000000,Y
843,3769.000000000000000,Y
1578,12966.000000000000000,Y
842,3765.000000000000000,Y
1589,13009.000000000000000,Y
1589,13008.000000000000000,Y
1588,13005.000000000000000,Y
1588,13004.000000000000000,Y
1585,12993.000000000000000,Y
1585,12992.000000000000000,Y
1584,12989.000000000000000,Y
1584,12988.000000000000000,Y
853,3884.000000000000000,Y
853,3883.000000000000000,Y
853,3882.000000000000000,Y
853,3881.000000000000000,Y
848,3804.000000000000000,Y
848,3803.000000000000000,Y
848,3802.000000000000000,Y
848,3801.000000000000000,Y
847,3788.000000000000000,Y
847,3787.000000000000000,Y
846,3784.000000000000000,Y
846,3783.000000000000000,Y
843,3772.000000000000000,Y
843,3771.000000000000000,Y
842,3768.000000000000000,Y
842,3767.000000000000000,Y
1589,13011.000000000000000,Y
1589,13010.000000000000000,Y
1588,13007.000000000000000,Y
1588,13006.000000000000000,Y
1585,12995.000000000000000,Y
1585,12994.000000000000000,Y
1584,12991.000000000000000,Y
1584,12990.000000000000000,Y
854,3888.000000000000000,Y
1581,12979.000000000000000,Y
854,3887.000000000000000,Y
854,3886.000000000000000,Y
854,3885.000000000000000,Y
851,3840.000000000000000,Y
851,3839.000000000000000,Y
851,3838.000000000000000,Y
851,3837.000000000000000,Y
850,3824.000000000000000,Y
850,3823.000000000000000,Y
850,3822.000000000000000,Y
849,3806.000000000000000,Y
849,3807.000000000000000,Y
850,3821.000000000000000,Y
849,3808.000000000000000,Y
849,3805.000000000000000,Y
1595,13044.000000000000000,Y
1594,13031.000000000000000,Y
1594,13030.000000000000000,Y
1594,13029.000000000000000,Y
1594,13028.000000000000000,Y
1591,13017.000000000000000,Y
854,3892.000000000000000,Y
854,3891.000000000000000,Y
1591,13016.000000000000000,Y
854,3890.000000000000000,Y
854,3889.000000000000000,Y
851,3844.000000000000000,Y
851,3843.000000000000000,Y
851,3842.000000000000000,Y
851,3841.000000000000000,Y
850,3828.000000000000000,Y
850,3827.000000000000000,Y
850,3826.000000000000000,Y
850,3825.000000000000000,Y
849,3810.000000000000000,Y
849,3811.000000000000000,Y
849,3812.000000000000000,Y
849,3809.000000000000000,Y
831,3700.000000000000000,Y
827,3684.000000000000000,Y
827,3683.000000000000000,Y
1595,13051.000000000000000,Y
1595,13050.000000000000000,Y
1595,13049.000000000000000,Y
1595,13048.000000000000000,Y
1594,13035.000000000000000,Y
1594,13034.000000000000000,Y
1594,13033.000000000000000,Y
1594,13032.000000000000000,Y
1591,13019.000000000000000,Y
854,3896.000000000000000,Y
854,3895.000000000000000,Y
1591,13018.000000000000000,Y
854,3894.000000000000000,Y
854,3893.000000000000000,Y
851,3848.000000000000000,Y
1590,13015.000000000000000,Y
851,3847.000000000000000,Y
851,3846.000000000000000,Y
851,3845.000000000000000,Y
1590,13014.000000000000000,Y
850,3832.000000000000000,Y
850,3831.000000000000000,Y
850,3830.000000000000000,Y
850,3829.000000000000000,Y
849,3816.000000000000000,Y
849,3815.000000000000000,Y
849,3814.000000000000000,Y
849,3813.000000000000000,Y
833,3706.000000000000000,Y
833,3705.000000000000000,Y
832,3702.000000000000000,Y
829,3690.000000000000000,Y
829,3689.000000000000000,Y
1595,13055.000000000000000,Y
1595,13054.000000000000000,Y
1595,13053.000000000000000,Y
1595,13052.000000000000000,Y
1594,13039.000000000000000,Y
1594,13038.000000000000000,Y
1594,13037.000000000000000,Y
1594,13036.000000000000000,Y
1593,13025.000000000000000,Y
854,3900.000000000000000,Y
854,3899.000000000000000,Y
1593,13024.000000000000000,Y
854,3898.000000000000000,Y
854,3897.000000000000000,Y
851,3852.000000000000000,Y
1592,13021.000000000000000,Y
851,3851.000000000000000,Y
851,3850.000000000000000,Y
1592,13020.000000000000000,Y
851,3849.000000000000000,Y
850,3836.000000000000000,Y
850,3835.000000000000000,Y
850,3834.000000000000000,Y
849,3819.000000000000000,Y
849,3818.000000000000000,Y
849,3817.000000000000000,Y
833,3708.000000000000000,Y
833,3707.000000000000000,Y
832,3704.000000000000000,Y
829,3692.000000000000000,Y
829,3691.000000000000000,Y
1595,13059.000000000000000,Y
1595,13058.000000000000000,Y
1595,13057.000000000000000,Y
1595,13056.000000000000000,Y
1594,13043.000000000000000,Y
1594,13042.000000000000000,Y
1594,13041.000000000000000,Y
1594,13040.000000000000000,Y
1593,13027.000000000000000,Y
1593,13026.000000000000000,Y
1592,13023.000000000000000,Y
1592,13022.000000000000000,Y
1674,14789.000000000000000,Y
1674,14788.000000000000000,Y
1674,14793.000000000000000,Y
1663,14546.000000000000000,Y
1666,14582.000000000000000,Y